student_id,school_id,school_name,state,municipality,year,grade_level,age,gender,socio_economic_class,parent_education,family_income_R$,previous_repeat,attendance_rate,avg_score,special_needs,household_size,urban_rural,teacher_student_ratio,infrastructure_score,dropped_out,dropout_date
ST000162,S0023,Escola 23,PR,Maringá,2020,9º Ano EF,14,M,Média,Fundamental Completo,6551,0,0.918,61.4,0,4,Urbano,0.05,71.0,0,
ST000163,S0144,Escola 144,RJ,Niterói,2019,1º Ano EM,14,F,Média,Fundamental Incompleto,2453,0,1.0,83.2,0,3,Urbano,0.028,72.8,0,
ST000164,S0071,Escola 71,RJ,Rio de Janeiro,2021,5º Ano EF,8,M,Baixa,Fundamental Completo,2259,0,0.701,56.7,0,4,Urbano,0.09,75.4,1,2021-03-27
ST000165,S0035,Escola 35,RJ,Campos,2020,1º Ano EF,6,F,Baixa,Médio,1866,0,0.846,67.6,0,4,Rural,0.078,82.3,0,
ST000166,S0167,Escola 167,MG,Uberlândia,2022,3º Ano EF,7,M,Média,Médio,3763,0,0.939,58.0,0,4,Urbano,0.054,82.3,0,
ST000167,S0189,Escola 189,RS,Santa Maria,2023,2º Ano EM,16,F,Média,Fundamental Completo,3334,0,0.969,75.9,0,4,Urbano,0.068,57.3,0,
ST000168,S0145,Escola 145,SP,Santos,2019,1º Ano EM,13,O,Baixa,Superior,4245,0,0.728,72.3,0,6,Urbano,0.084,73.9,0,
ST000169,S0075,Escola 75,RS,Porto Alegre,2024,3º Ano EM,20,M,Média,Superior,3250,0,1.0,73.0,0,4,Urbano,0.059,30.7,1,2024-04-19
ST000170,S0184,Escola 184,SP,Campinas,2021,7º Ano EF,10,M,Alta,Médio,5898,0,0.963,94.9,0,6,Urbano,0.04,77.2,0,
ST000171,S0140,Escola 140,SP,São Paulo,2018,6º Ano EF,14,F,Média,Médio,6386,1,0.873,61.8,0,3,Urbano,0.034,51.5,1,2018-04-27
ST000172,S0166,Escola 166,PE,Recife,2022,1º Ano EF,6,F,Média,Médio,5580,1,0.946,58.3,0,5,Urbano,0.087,76.2,0,
ST000173,S0026,Escola 26,RJ,Niterói,2020,4º Ano EF,8,F,Média,Médio,12637,0,0.834,48.0,0,4,Urbano,0.075,71.7,0,
ST000174,S0151,Escola 151,PA,Belém,2023,9º Ano EF,11,M,Alta,Médio,26931,0,0.913,100.0,0,3,Rural,0.045,73.8,0,
ST000175,S0187,Escola 187,MG,Juiz de Fora,2019,6º Ano EF,10,M,Média,Fundamental Completo,8351,0,0.966,46.4,0,4,Urbano,0.025,77.1,0,
ST000176,S0082,Escola 82,RS,Caxias do Sul,2018,5º Ano EF,10,M,Média,Fundamental Incompleto,2316,0,1.0,81.7,0,5,Rural,0.059,75.4,1,2018-06-05
ST000177,S0133,Escola 133,AM,Manaus,2019,9º Ano EF,14,M,Média,Pós-graduação,5747,0,0.881,59.9,0,3,Urbano,0.061,54.1,0,
ST000178,S0111,Escola 111,AM,Parintins,2021,1º Ano EF,6,F,Alta,Médio,6803,0,0.804,77.2,0,3,Urbano,0.087,41.2,0,
ST000179,S0181,Escola 181,BA,Feira de Santana,2024,2º Ano EF,8,F,Média,Médio,890,0,1.0,43.9,0,3,Urbano,0.026,79.4,1,2024-10-08
ST000180,S0136,Escola 136,BA,Ilhéus,2023,6º Ano EF,11,F,Média,Médio,4665,0,0.977,51.3,0,4,Rural,0.073,93.2,0,
ST000181,S0181,Escola 181,BA,Feira de Santana,2024,5º Ano EF,9,F,Média,Médio,6051,0,0.917,77.2,0,3,Urbano,0.026,79.4,0,
ST000182,S0037,Escola 37,RJ,Rio de Janeiro,2022,7º Ano EF,8,M,Baixa,Fundamental Completo,2572,0,0.702,76.5,0,5,Urbano,0.077,73.1,1,2022-04-30
ST000183,S0143,Escola 143,PE,Olinda,2019,8º Ano EF,15,M,Baixa,Superior,3678,0,0.696,52.8,0,7,Urbano,0.087,45.9,1,2019-05-11
ST000184,S0099,Escola 99,SP,São Paulo,2022,9º Ano EF,15,F,Baixa,Médio,4599,0,0.805,56.7,0,3,Urbano,0.044,70.1,0,
ST000185,S0195,Escola 195,PR,Foz do Iguaçu,2019,5º Ano EF,11,M,Baixa,Fundamental Completo,2549,0,0.702,55.1,0,5,Urbano,0.033,72.6,1,2019-10-20
ST000186,S0029,Escola 29,SP,São Paulo,2022,2º Ano EF,7,M,Média,Sem escolaridade,3253,0,0.911,54.5,0,5,Urbano,0.058,61.0,0,
ST000187,S0056,Escola 56,SP,São Paulo,2021,2º Ano EF,7,F,Média,Fundamental Completo,1482,1,0.934,65.2,0,4,Rural,0.079,84.0,0,
ST000188,S0023,Escola 23,PR,Maringá,2021,2º Ano EF,6,F,Baixa,Superior,12870,0,0.659,64.1,0,5,Urbano,0.05,71.0,1,2021-04-26
ST000189,S0158,Escola 158,RS,Pelotas,2019,4º Ano EF,10,F,Média,Médio,2633,0,0.963,54.2,0,3,Rural,0.062,77.1,0,
ST000190,S0075,Escola 75,RS,Porto Alegre,2020,1º Ano EM,15,M,Alta,Sem escolaridade,5484,0,0.995,75.5,0,7,Urbano,0.059,30.7,0,
ST000191,S0016,Escola 16,RS,Porto Alegre,2020,2º Ano EM,17,M,Alta,Fundamental Completo,10910,0,0.931,83.5,0,5,Urbano,0.032,61.6,0,
ST000192,S0126,Escola 126,PR,Foz do Iguaçu,2019,1º Ano EM,16,F,Média,Fundamental Completo,5911,0,0.889,71.0,0,5,Urbano,0.034,100.0,0,
ST000193,S0192,Escola 192,AM,Parintins,2020,3º Ano EM,18,F,Baixa,Pós-graduação,4502,0,0.765,40.9,0,5,Urbano,0.036,82.8,1,2020-09-22
ST000194,S0163,Escola 163,AM,Parintins,2023,3º Ano EM,15,M,Baixa,Médio,2639,0,0.79,54.2,0,3,Urbano,0.057,87.4,0,
ST000195,S0073,Escola 73,MG,Juiz de Fora,2020,9º Ano EF,16,F,Média,Médio,6452,0,0.903,84.5,0,2,Urbano,0.082,69.5,0,
ST000196,S0118,Escola 118,RJ,Petrópolis,2018,2º Ano EF,8,F,Baixa,Médio,3109,1,0.721,57.5,0,7,Rural,0.053,52.5,1,2018-07-05
ST000197,S0041,Escola 41,BA,Vitória da Conquista,2024,5º Ano EF,9,M,Baixa,Fundamental Incompleto,2381,0,0.708,58.2,0,3,Urbano,0.067,81.1,1,2024-05-30
ST000198,S0110,Escola 110,MG,Belo Horizonte,2023,2º Ano EF,6,F,Baixa,Médio,824,0,0.658,81.3,0,5,Urbano,0.066,68.9,1,2023-07-26
ST000199,S0031,Escola 31,PA,Belém,2024,7º Ano EF,10,F,Média,Fundamental Completo,2222,0,1.0,85.1,0,3,Urbano,0.081,61.0,0,
ST000200,S0077,Escola 77,PR,Londrina,2019,7º Ano EF,7,F,Média,Fundamental Incompleto,3262,1,0.874,76.9,0,4,Urbano,0.062,71.3,0,
ST000201,S0167,Escola 167,MG,Uberlândia,2019,8º Ano EF,10,M,Baixa,Superior,823,1,0.742,84.6,0,4,Urbano,0.054,82.3,1,2019-03-24
ST000202,S0036,Escola 36,RS,Caxias do Sul,2024,2º Ano EF,8,F,Baixa,Pós-graduação,3119,0,0.702,63.9,0,4,Urbano,0.081,51.7,0,
ST000203,S0142,Escola 142,RJ,Niterói,2022,1º Ano EM,13,F,Baixa,Pós-graduação,1866,0,0.601,56.5,0,6,Urbano,0.038,89.6,1,2022-12-08
ST000204,S0131,Escola 131,PA,Belém,2019,3º Ano EM,18,M,Média,Superior,3393,0,0.786,76.0,0,4,Urbano,0.067,46.7,0,
ST000205,S0164,Escola 164,CE,Sobral,2022,2º Ano EF,6,F,Alta,Sem escolaridade,14249,1,0.801,64.6,0,6,Urbano,0.052,57.7,0,
ST000206,S0094,Escola 94,BA,Feira de Santana,2022,2º Ano EM,14,M,Média,Sem escolaridade,6841,0,1.0,73.3,0,2,Urbano,0.034,65.1,1,2022-03-03
ST000207,S0102,Escola 102,SP,Campinas,2022,5º Ano EF,7,F,Média,Fundamental Completo,6401,0,0.919,78.3,0,4,Urbano,0.025,63.7,0,
ST000208,S0072,Escola 72,RJ,Rio de Janeiro,2018,5º Ano EF,8,M,Alta,Pós-graduação,8419,0,0.953,80.1,0,4,Urbano,0.055,93.1,0,
ST000209,S0167,Escola 167,MG,Uberlândia,2023,2º Ano EM,16,M,Média,Médio,5036,0,0.871,60.1,0,3,Urbano,0.054,82.3,0,
ST000210,S0117,Escola 117,PR,Foz do Iguaçu,2022,1º Ano EM,17,M,Média,Médio,4103,0,0.901,81.3,0,3,Urbano,0.037,69.5,0,
ST000211,S0128,Escola 128,SP,Ribeirão Preto,2020,9º Ano EF,12,F,Média,Fundamental Completo,8408,0,0.899,88.7,0,6,Urbano,0.086,61.5,0,
ST000212,S0031,Escola 31,PA,Belém,2024,1º Ano EF,6,M,Baixa,Médio,1381,0,0.876,39.4,1,4,Urbano,0.081,61.0,1,2024-10-19
ST000213,S0093,Escola 93,PA,Marabá,2018,8º Ano EF,14,F,Baixa,Fundamental Incompleto,2831,0,0.707,56.1,0,5,Urbano,0.076,59.5,1,2018-10-19
ST000214,S0001,Escola 1,RJ,Rio de Janeiro,2018,1º Ano EF,8,M,Média,Fundamental Completo,13017,0,0.812,74.0,0,6,Urbano,0.037,77.5,0,
ST000215,S0183,Escola 183,CE,Quixadá,2023,2º Ano EM,15,M,Baixa,Fundamental Completo,10382,0,0.664,82.6,0,3,Urbano,0.053,53.9,1,2023-10-16
ST000216,S0173,Escola 173,PA,Castanhal,2018,3º Ano EF,9,M,Média,Fundamental Incompleto,9532,0,0.941,62.0,0,6,Urbano,0.033,68.8,0,
ST000217,S0080,Escola 80,SP,São Paulo,2020,2º Ano EF,6,F,Baixa,Fundamental Completo,1954,0,0.679,42.8,0,4,Urbano,0.078,40.2,1,2020-11-29
ST000218,S0127,Escola 127,CE,Quixadá,2024,4º Ano EF,7,F,Média,Superior,4365,0,0.867,70.5,0,2,Urbano,0.061,55.1,0,
ST000219,S0163,Escola 163,AM,Parintins,2024,3º Ano EM,17,F,Alta,Fundamental Incompleto,3186,0,0.943,90.5,0,5,Urbano,0.057,87.4,0,
ST000220,S0136,Escola 136,BA,Ilhéus,2019,7º Ano EF,9,F,Baixa,Sem escolaridade,1054,0,0.769,87.2,0,6,Rural,0.073,93.2,0,
ST000221,S0134,Escola 134,SP,São Paulo,2021,3º Ano EM,15,F,Média,Superior,4753,0,0.959,71.1,0,4,Urbano,0.029,77.1,0,
ST000222,S0152,Escola 152,PA,Santarém,2022,1º Ano EF,6,M,Alta,Fundamental Completo,11821,0,0.856,79.2,0,5,Urbano,0.071,75.2,0,
ST000223,S0189,Escola 189,RS,Santa Maria,2020,6º Ano EF,9,M,Baixa,Pós-graduação,4636,0,0.796,67.1,0,3,Urbano,0.068,57.3,0,
ST000224,S0116,Escola 116,SP,São Paulo,2021,6º Ano EF,10,M,Média,Pós-graduação,2113,0,0.925,81.7,0,4,Urbano,0.035,74.5,0,
ST000225,S0041,Escola 41,BA,Vitória da Conquista,2024,2º Ano EM,20,M,Média,Médio,6223,0,0.933,65.4,0,3,Urbano,0.067,81.1,0,
ST000226,S0092,Escola 92,CE,Fortaleza,2021,9º Ano EF,14,M,Baixa,Superior,3132,0,0.645,44.7,1,6,Urbano,0.036,84.5,1,2021-11-09
ST000227,S0064,Escola 64,MG,Belo Horizonte,2018,8º Ano EF,9,M,Média,Fundamental Incompleto,6666,0,0.843,37.7,0,3,Urbano,0.026,52.1,0,
ST000228,S0103,Escola 103,PE,Caruaru,2020,2º Ano EM,17,F,Média,Médio,5008,0,0.938,70.0,0,2,Urbano,0.029,64.9,0,
ST000229,S0166,Escola 166,PE,Recife,2021,3º Ano EF,8,M,Média,Superior,4632,0,0.984,65.6,0,3,Rural,0.087,76.2,0,
ST000230,S0111,Escola 111,AM,Parintins,2024,3º Ano EM,18,M,Baixa,Médio,3165,0,0.685,54.5,0,3,Urbano,0.087,41.2,1,2024-04-17
ST000231,S0009,Escola 9,AM,Parintins,2022,1º Ano EM,15,F,Média,Médio,2867,1,0.872,59.9,0,3,Urbano,0.071,63.0,0,
ST000232,S0108,Escola 108,AM,Parintins,2019,2º Ano EM,15,F,Média,Médio,5533,0,1.0,65.5,0,7,Urbano,0.051,72.6,0,
ST000233,S0092,Escola 92,CE,Fortaleza,2021,9º Ano EF,14,F,Baixa,Médio,1005,0,0.645,53.4,0,2,Urbano,0.036,84.5,1,2021-02-16
ST000234,S0200,Escola 200,PA,Belém,2020,1º Ano EF,6,F,Média,Fundamental Completo,5077,0,0.794,60.3,0,3,Urbano,0.043,52.9,0,
ST000235,S0062,Escola 62,SP,São Paulo,2020,9º Ano EF,12,F,Alta,Fundamental Incompleto,7432,1,0.785,77.0,0,5,Urbano,0.024,67.2,0,
ST000236,S0091,Escola 91,BA,Vitória da Conquista,2024,3º Ano EF,6,M,Média,Superior,6313,0,0.872,69.1,0,2,Urbano,0.069,71.5,0,
ST000237,S0146,Escola 146,CE,Quixadá,2022,3º Ano EF,8,F,Baixa,Sem escolaridade,1804,1,0.627,43.5,0,4,Urbano,0.034,81.7,1,2022-03-19
ST000238,S0015,Escola 15,PE,Olinda,2019,1º Ano EM,15,M,Média,Fundamental Incompleto,3174,1,0.763,73.7,0,3,Urbano,0.035,44.1,0,
ST000239,S0083,Escola 83,CE,Fortaleza,2018,1º Ano EF,6,M,Média,Fundamental Incompleto,8609,0,0.824,66.6,0,4,Urbano,0.086,92.2,0,
ST000240,S0181,Escola 181,BA,Feira de Santana,2023,7º Ano EF,14,F,Baixa,Fundamental Completo,1826,1,0.732,59.4,0,4,Urbano,0.026,79.4,1,2023-10-08
ST000241,S0167,Escola 167,MG,Uberlândia,2020,3º Ano EF,6,F,Média,Superior,1038,0,0.882,75.9,0,5,Rural,0.054,82.3,0,
ST000242,S0097,Escola 97,PR,Maringá,2020,3º Ano EM,15,F,Baixa,Médio,2168,1,0.533,78.9,0,4,Rural,0.028,74.4,0,
ST000243,S0146,Escola 146,CE,Quixadá,2018,3º Ano EF,7,F,Alta,Pós-graduação,4629,0,0.889,64.7,0,6,Urbano,0.034,81.7,0,
ST000244,S0191,Escola 191,RJ,Rio de Janeiro,2018,4º Ano EF,6,M,Baixa,Médio,1691,1,0.609,13.9,0,5,Urbano,0.071,63.3,1,2018-07-22
ST000245,S0115,Escola 115,BA,Ilhéus,2018,5º Ano EF,8,M,Média,Fundamental Completo,9172,0,0.878,97.4,0,2,Urbano,0.037,67.1,0,
ST000246,S0108,Escola 108,AM,Parintins,2019,7º Ano EF,11,F,Baixa,Médio,3838,0,0.819,76.2,0,6,Urbano,0.051,72.6,0,
ST000247,S0176,Escola 176,SP,Campinas,2019,3º Ano EF,10,M,Média,Fundamental Incompleto,12543,0,0.922,58.7,0,3,Urbano,0.059,82.4,0,
ST000248,S0097,Escola 97,PR,Maringá,2019,3º Ano EM,17,M,Alta,Pós-graduação,22772,0,0.904,79.4,1,6,Urbano,0.028,74.4,0,
ST000249,S0111,Escola 111,AM,Parintins,2023,3º Ano EF,7,F,Baixa,Fundamental Incompleto,2467,0,0.626,43.4,1,4,Urbano,0.087,41.2,1,2023-11-04
ST000250,S0068,Escola 68,AM,Parintins,2023,5º Ano EF,11,M,Baixa,Fundamental Completo,4424,0,0.688,51.5,0,3,Urbano,0.034,85.1,1,2023-03-17
ST000251,S0076,Escola 76,RJ,Niterói,2024,2º Ano EM,18,F,Média,Fundamental Incompleto,7566,0,0.99,58.6,0,7,Urbano,0.082,82.3,0,
ST000252,S0030,Escola 30,RS,Pelotas,2020,7º Ano EF,9,M,Alta,Fundamental Completo,5994,0,0.94,64.1,0,4,Urbano,0.05,65.6,0,
ST000253,S0048,Escola 48,AM,Itacoatiara,2021,1º Ano EF,6,M,Média,Fundamental Completo,18016,0,0.875,83.9,0,5,Urbano,0.053,85.9,0,
ST000254,S0022,Escola 22,PA,Santarém,2023,6º Ano EF,13,F,Baixa,Superior,6500,0,0.772,66.9,0,4,Urbano,0.037,66.6,0,
ST000255,S0138,Escola 138,RS,Porto Alegre,2023,8º Ano EF,12,F,Baixa,Fundamental Completo,1335,0,0.647,28.5,0,2,Urbano,0.072,65.2,1,2023-10-23
ST000256,S0147,Escola 147,AM,Manacapuru,2023,1º Ano EM,16,M,Alta,Médio,8854,1,0.836,63.0,0,3,Urbano,0.074,51.4,0,
ST000257,S0011,Escola 11,PR,Maringá,2021,2º Ano EF,7,O,Baixa,Sem escolaridade,3603,0,0.78,49.3,0,4,Rural,0.063,63.0,0,
ST000258,S0018,Escola 18,PR,Londrina,2018,7º Ano EF,13,F,Média,Superior,3016,0,1.0,67.9,0,2,Urbano,0.079,74.7,0,
ST000259,S0151,Escola 151,PA,Belém,2022,7º Ano EF,13,M,Baixa,Médio,4465,0,0.733,38.5,1,3,Urbano,0.045,73.8,0,
ST000260,S0200,Escola 200,PA,Belém,2018,5º Ano EF,9,F,Alta,Superior,7696,0,0.977,86.7,0,4,Urbano,0.043,52.9,0,
ST000261,S0045,Escola 45,SP,Campinas,2020,7º Ano EF,14,M,Média,Médio,4978,0,0.942,95.5,0,4,Urbano,0.022,47.8,0,
ST000262,S0191,Escola 191,RJ,Rio de Janeiro,2021,5º Ano EF,6,F,Baixa,Superior,2315,0,0.847,67.4,0,4,Urbano,0.071,63.3,0,
ST000263,S0026,Escola 26,RJ,Niterói,2024,4º Ano EF,11,M,Alta,Médio,12136,0,0.91,59.6,0,4,Urbano,0.075,71.7,1,2024-05-07
ST000264,S0114,Escola 114,RJ,Petrópolis,2019,7º Ano EF,13,F,Média,Superior,2819,0,1.0,63.7,0,3,Urbano,0.064,100.0,0,
ST000265,S0130,Escola 130,CE,Juazeiro do Norte,2021,3º Ano EF,11,F,Média,Médio,6228,0,0.836,76.7,0,3,Urbano,0.039,62.4,0,
ST000266,S0009,Escola 9,AM,Parintins,2021,1º Ano EF,6,F,Média,Fundamental Completo,11765,0,0.819,53.4,0,4,Urbano,0.071,63.0,1,2021-02-16
ST000267,S0062,Escola 62,SP,São Paulo,2020,8º Ano EF,14,F,Baixa,Superior,1766,0,0.841,52.0,0,3,Rural,0.024,67.2,0,
ST000268,S0192,Escola 192,AM,Parintins,2024,3º Ano EM,13,M,Baixa,Fundamental Incompleto,5294,1,0.788,36.7,0,3,Urbano,0.036,82.8,1,2024-05-26
ST000269,S0174,Escola 174,SP,Santos,2019,5º Ano EF,7,F,Média,Superior,10483,1,0.831,98.4,0,4,Urbano,0.053,75.1,0,
ST000270,S0045,Escola 45,SP,Campinas,2022,1º Ano EF,6,M,Média,Pós-graduação,3253,0,1.0,98.3,0,4,Rural,0.022,47.8,0,
ST000271,S0090,Escola 90,PE,Petrolina,2021,5º Ano EF,11,M,Baixa,Médio,3151,0,0.774,49.7,0,2,Rural,0.08,77.7,1,2021-08-11
ST000272,S0144,Escola 144,RJ,Niterói,2023,1º Ano EM,17,F,Baixa,Fundamental Incompleto,1496,0,0.786,68.2,1,4,Rural,0.028,72.8,0,
ST000273,S0067,Escola 67,BA,Salvador,2023,3º Ano EM,14,F,Média,Fundamental Completo,4376,0,0.87,42.0,0,3,Rural,0.049,68.9,1,2023-12-05
ST000274,S0104,Escola 104,RS,Pelotas,2023,6º Ano EF,11,F,Média,Médio,2166,1,0.883,68.7,0,4,Urbano,0.043,58.0,0,
ST000275,S0010,Escola 10,PR,Curitiba,2022,3º Ano EM,19,O,Média,Fundamental Completo,6969,0,0.904,55.6,0,4,Urbano,0.046,78.1,0,
ST000276,S0172,Escola 172,PA,Belém,2020,9º Ano EF,16,M,Baixa,Médio,691,0,0.632,63.2,0,4,Urbano,0.06,57.8,1,2020-11-13
ST000277,S0196,Escola 196,AM,Itacoatiara,2019,2º Ano EM,16,F,Média,Fundamental Completo,1701,0,0.943,67.8,0,4,Rural,0.054,75.8,0,
ST000278,S0096,Escola 96,RS,Pelotas,2020,1º Ano EM,16,M,Alta,Médio,7209,1,0.844,74.0,0,6,Urbano,0.048,48.0,0,
ST000279,S0050,Escola 50,PE,Petrolina,2022,2º Ano EF,6,F,Baixa,Fundamental Completo,394,0,0.718,84.6,0,3,Urbano,0.08,43.6,1,2022-08-29
ST000280,S0146,Escola 146,CE,Quixadá,2021,3º Ano EF,9,M,Média,Superior,7839,0,0.945,53.5,0,3,Urbano,0.034,81.7,0,
ST000281,S0002,Escola 2,MG,Belo Horizonte,2021,5º Ano EF,11,M,Média,Médio,10262,0,0.913,66.9,0,5,Urbano,0.082,67.9,0,
ST000282,S0112,Escola 112,BA,Vitória da Conquista,2023,7º Ano EF,12,M,Alta,Fundamental Completo,7096,0,0.861,64.2,0,4,Urbano,0.034,69.6,0,
ST000283,S0083,Escola 83,CE,Fortaleza,2024,9º Ano EF,16,M,Média,Médio,4177,0,0.919,58.8,0,4,Urbano,0.086,92.2,1,2024-08-15
ST000284,S0129,Escola 129,RS,Santa Maria,2022,5º Ano EF,10,M,Média,Fundamental Completo,2493,0,0.797,54.6,0,4,Urbano,0.087,71.5,0,
ST000285,S0176,Escola 176,SP,Campinas,2019,6º Ano EF,11,O,Média,Superior,6698,0,0.811,62.1,0,5,Urbano,0.059,82.4,0,
ST000286,S0058,Escola 58,CE,Fortaleza,2023,3º Ano EF,6,M,Baixa,Médio,3103,0,0.627,94.2,0,5,Urbano,0.02,65.4,0,
ST000287,S0164,Escola 164,CE,Sobral,2020,9º Ano EF,11,F,Média,Fundamental Incompleto,9886,0,0.869,57.8,0,2,Urbano,0.052,57.7,0,
ST000288,S0114,Escola 114,RJ,Petrópolis,2021,2º Ano EF,8,F,Média,Fundamental Incompleto,24292,0,0.899,72.3,0,4,Urbano,0.064,100.0,0,
ST000289,S0170,Escola 170,PR,Londrina,2022,5º Ano EF,8,F,Média,Fundamental Completo,5175,1,0.795,16.2,0,4,Urbano,0.088,58.7,1,2022-03-27
ST000290,S0128,Escola 128,SP,Ribeirão Preto,2019,1º Ano EM,14,M,Baixa,Médio,7376,0,0.844,42.5,0,4,Urbano,0.086,61.5,0,
ST000291,S0128,Escola 128,SP,Ribeirão Preto,2019,3º Ano EM,17,F,Baixa,Fundamental Incompleto,1427,0,0.707,78.6,0,5,Urbano,0.086,61.5,1,2019-04-18
ST000292,S0024,Escola 24,AM,Itacoatiara,2024,9º Ano EF,12,M,Média,Superior,7055,0,0.87,62.3,0,7,Urbano,0.09,48.6,0,
ST000293,S0013,Escola 13,BA,Vitória da Conquista,2018,3º Ano EF,8,F,Alta,Fundamental Completo,21478,0,0.943,74.2,0,3,Rural,0.08,73.6,0,
ST000294,S0012,Escola 12,PE,Olinda,2018,3º Ano EF,7,F,Baixa,Fundamental Completo,3001,0,0.742,57.5,0,6,Urbano,0.023,63.0,0,
ST000295,S0088,Escola 88,CE,Juazeiro do Norte,2019,2º Ano EF,8,M,Alta,Fundamental Completo,7733,0,0.907,100.0,0,5,Urbano,0.037,74.9,0,
ST000296,S0043,Escola 43,BA,Feira de Santana,2018,3º Ano EF,9,F,Baixa,Pós-graduação,2991,0,0.812,49.5,0,4,Rural,0.021,68.3,0,
ST000297,S0174,Escola 174,SP,Santos,2021,3º Ano EF,8,F,Média,Médio,2074,1,0.934,50.0,0,5,Rural,0.053,75.1,0,
ST000298,S0124,Escola 124,PR,Curitiba,2021,2º Ano EF,9,F,Baixa,Fundamental Incompleto,3047,0,0.774,55.1,0,6,Urbano,0.036,49.0,0,
ST000299,S0191,Escola 191,RJ,Rio de Janeiro,2022,3º Ano EM,17,F,Alta,Médio,4877,0,0.875,93.4,0,5,Urbano,0.071,63.3,0,
ST000300,S0170,Escola 170,PR,Londrina,2023,4º Ano EF,8,M,Média,Médio,6569,0,0.882,62.3,0,6,Urbano,0.088,58.7,0,
ST000301,S0003,Escola 3,RJ,Petrópolis,2023,3º Ano EF,6,F,Média,Médio,6337,0,1.0,54.0,0,4,Urbano,0.027,79.7,0,
ST000302,S0072,Escola 72,RJ,Rio de Janeiro,2018,9º Ano EF,14,M,Média,Fundamental Completo,5680,0,0.956,70.1,0,5,Urbano,0.055,93.1,0,
ST000303,S0128,Escola 128,SP,Ribeirão Preto,2021,6º Ano EF,9,M,Média,Médio,6355,0,0.907,84.8,0,4,Urbano,0.086,61.5,1,2021-03-19
ST000304,S0155,Escola 155,RJ,Campos,2022,2º Ano EM,16,M,Média,Fundamental Completo,4187,0,1.0,73.4,1,4,Urbano,0.037,74.4,0,
ST000305,S0058,Escola 58,CE,Fortaleza,2024,8º Ano EF,13,M,Média,Médio,3976,0,0.944,65.6,0,4,Urbano,0.02,65.4,0,
ST000306,S0169,Escola 169,RS,Caxias do Sul,2019,1º Ano EF,9,M,Média,Pós-graduação,6066,0,0.899,40.7,0,5,Urbano,0.041,66.3,0,
ST000307,S0043,Escola 43,BA,Feira de Santana,2021,3º Ano EF,6,F,Média,Fundamental Completo,3413,0,1.0,69.7,0,3,Rural,0.021,68.3,0,
ST000308,S0056,Escola 56,SP,São Paulo,2021,4º Ano EF,9,F,Baixa,Fundamental Completo,1334,1,0.63,41.8,0,4,Urbano,0.079,84.0,1,2021-09-19
ST000309,S0118,Escola 118,RJ,Petrópolis,2023,1º Ano EM,17,F,Baixa,Médio,1820,0,0.805,80.8,0,6,Rural,0.053,52.5,0,
ST000310,S0124,Escola 124,PR,Curitiba,2022,3º Ano EF,7,F,Baixa,Superior,4606,0,0.723,60.0,0,4,Urbano,0.036,49.0,1,2022-08-16
ST000311,S0108,Escola 108,AM,Parintins,2022,3º Ano EM,14,F,Baixa,Pós-graduação,4503,1,0.637,51.0,0,3,Urbano,0.051,72.6,1,2022-10-21
ST000312,S0077,Escola 77,PR,Londrina,2024,3º Ano EM,16,F,Baixa,Superior,3025,0,0.684,69.7,0,3,Urbano,0.062,71.3,0,
ST000313,S0176,Escola 176,SP,Campinas,2020,2º Ano EM,16,M,Média,Pós-graduação,15731,0,0.85,59.8,0,4,Urbano,0.059,82.4,1,2020-07-30
ST000314,S0144,Escola 144,RJ,Niterói,2021,1º Ano EM,16,F,Média,Fundamental Completo,2230,0,0.971,80.0,0,4,Rural,0.028,72.8,0,
ST000315,S0004,Escola 4,BA,Salvador,2022,2º Ano EF,7,M,Baixa,Médio,1911,0,0.767,86.5,0,3,Urbano,0.07,92.8,1,2022-06-09
ST000316,S0038,Escola 38,PR,Londrina,2024,1º Ano EF,6,F,Baixa,Superior,563,0,0.73,74.5,0,3,Rural,0.053,40.6,1,2024-11-14
ST000317,S0058,Escola 58,CE,Fortaleza,2023,2º Ano EM,15,F,Baixa,Superior,2092,0,0.743,60.9,0,5,Rural,0.02,65.4,1,2023-08-18
ST000318,S0107,Escola 107,PR,Curitiba,2024,2º Ano EM,15,M,Média,Fundamental Incompleto,7711,0,0.934,74.8,0,5,Rural,0.035,98.3,0,
ST000319,S0058,Escola 58,CE,Fortaleza,2023,3º Ano EM,15,F,Baixa,Médio,4237,0,0.682,70.1,0,5,Urbano,0.02,65.4,0,
ST000320,S0115,Escola 115,BA,Ilhéus,2019,2º Ano EM,16,M,Alta,Superior,5500,0,0.856,79.4,0,4,Urbano,0.037,67.1,0,
ST000321,S0042,Escola 42,PE,Petrolina,2022,5º Ano EF,9,M,Média,Pós-graduação,4097,0,0.976,45.8,0,4,Urbano,0.052,72.6,0,
ST000322,S0161,Escola 161,PA,Castanhal,2022,2º Ano EM,17,M,Média,Médio,2927,0,0.95,83.5,0,4,Rural,0.021,55.4,0,
ST000323,S0134,Escola 134,SP,São Paulo,2018,9º Ano EF,13,M,Média,Fundamental Completo,4441,0,0.925,87.4,0,5,Urbano,0.029,77.1,1,2018-07-01
ST000324,S0056,Escola 56,SP,São Paulo,2024,1º Ano EM,15,F,Alta,Superior,16287,1,0.889,77.6,0,5,Urbano,0.079,84.0,0,
